ID,MAP,Struct,is_display,
7408,157,43001,0,302
7409,157,46560,1,753
7410,157,46630,1,762
7411,157,46580,1,759
7412,157,46710,1,760
7413,157,46650,1,763
7414,157,46620,1,754
7415,157,46690,1,758
7416,157,46770,1,761
7417,157,46603,1,605
7418,157,46605,1,604
7419,157,46702,1,601
7420,157,46504,1,606
7421,157,46704,1,607
7422,157,46503,1,603
7423,157,49400,1,711
7424,157,32000,1,112
7425,157,34002,1,106
7426,157,34002,1,120
7427,157,37900,1,308
7428,157,45000,1,312
7429,158,38000,1,127
7430,158,30000,1,111
7431,158,30001,1,307
7432,158,38101,1,109
7433,158,32102,1,117
7434,158,32200,1,107
7435,158,32101,1,103
7436,158,34103,1,113
7437,158,34102,1,106
7438,158,34002,1,313
7439,158,41010,1,360
7440,158,41000,1,108
7441,158,41000,1,314
7442,158,41000,1,306
7443,158,40006,1,116
7444,158,43000,0,308
7445,158,46640,1,758
7446,158,46670,1,753
7447,158,46540,1,763
7448,158,45510,1,759
7449,158,46710,1,762
7450,158,46590,1,754
7451,158,46510,1,760
7452,158,46620,1,761
7453,158,45530,0,525
7454,158,45530,0,530
7455,158,45530,0,528
7456,158,45530,0,536
7457,158,45530,0,527
7458,158,45530,0,529
7459,158,45530,0,535
7460,158,45530,0,521
7461,158,46605,1,604
7462,158,46701,1,606
7463,158,46502,1,607
7464,158,46700,1,601
7465,158,46603,1,605
7466,158,46504,1,603
7467,158,49400,1,715
7468,158,38000,1,120
7469,158,32102,1,114
7470,158,34103,1,110
7471,158,45000,1,302
7472,158,40000,1,312
7473,159,30300,1,123
7474,159,30000,1,111
7475,159,38000,1,114
7476,159,38100,1,106
7477,159,32101,1,112
7478,159,32102,1,109
7479,159,32001,1,107
7480,159,34102,1,113
7481,159,34104,1,117
7482,159,34103,1,313
7483,159,43411,0,352
7484,159,41000,1,312
7485,159,41000,1,306
7486,159,41000,1,310
7487,159,40009,1,108
7488,159,43001,0,314
7489,159,46630,1,762
7490,159,46560,1,760
7491,159,46540,1,754
7492,159,46570,1,761
7493,159,46590,1,753
7494,159,46550,1,758
7495,159,46620,1,763
7496,159,46710,1,759
7497,159,46800,1,606
7498,159,46603,1,607
7499,159,46502,1,603
7500,159,46701,1,601
7501,159,46700,1,605
7502,159,46606,1,604
7503,159,30300,1,307
7504,159,32102,1,103
7505,159,34103,1,110
7506,159,37900,1,308
7507,159,43501,0,313
7508,160,38101,1,122
7509,160,30000,1,107
7510,160,30301,1,114
7511,160,38001,1,106
7512,160,32000,1,103
7513,160,32001,1,104
7514,160,32100,1,313
7515,160,34001,1,112
7516,160,34101,1,307
7517,160,34003,1,120
7518,160,34003,1,110
7519,160,40905,1,116
7520,160,44010,1,351
7521,160,41000,1,302
7522,160,41000,1,310
7523,160,41000,1,300
7524,160,45000,1,305
7525,160,40003,1,108
7526,160,43001,0,314
7527,160,43400,0,306
7528,160,46860,1,757
7529,160,46630,1,756
7530,160,49410,1,190
7531,160,46540,1,750
7532,160,46680,1,753
7533,160,46580,1,758
7534,160,46740,1,760
7535,160,46590,1,763
7536,160,46620,1,754
7537,160,46510,1,761
7538,160,46570,1,755
7539,160,46650,1,759
7540,160,46720,1,762
7541,160,46504,1,606
7542,160,46703,1,607
7543,160,46606,1,602
7544,160,46505,1,605
7545,160,46700,1,604
7546,160,46603,1,601
7547,160,46604,1,603
7548,160,30301,1,113
7549,160,38101,1,117
7550,160,32001,1,101
7551,160,32000,1,109
7552,160,32001,1,111
7553,160,45000,1,308
7554,160,43400,0,312
7555,161,30000,1,122
7556,161,30300,1,313
7557,161,38101,1,109
7558,161,38100,1,120
7559,161,32200,1,112
7560,161,32000,1,106
7561,161,32100,1,113
7562,161,34101,1,103
7563,161,34002,1,110
7564,161,34000,1,307
7565,161,34002,1,114
7566,161,44010,1,351
7567,161,41000,1,308
7568,161,41000,1,310
7569,161,41000,1,312
7570,161,45000,1,302
7571,161,40008,1,300
7572,161,43401,0,306
7573,161,43000,0,307
7574,161,46810,1,757
7575,161,46640,1,756
7576,161,49410,1,190
7577,161,46530,1,760
7578,161,46580,1,753
7579,161,46670,1,759
7580,161,46560,1,755
7581,161,46770,1,763
7582,161,46690,1,754
7583,161,46710,1,750
7584,161,46550,1,761
7585,161,46590,1,762
7586,161,46570,1,758
7587,161,45530,0,529
7588,161,45530,0,527
7589,161,45530,0,523
7590,161,45530,0,526
7591,161,45530,0,525
7592,161,45530,0,528
7593,161,45530,0,530
7594,161,45530,0,522
7595,161,46605,1,603
7596,161,46702,1,607
7597,161,46700,1,605
7598,161,46603,1,601
7599,161,46505,1,604
7600,161,46606,1,602
7601,161,46504,1,606
7602,161,30000,1,107
7603,161,30300,1,117
7604,161,32200,1,104
7605,161,32100,1,101
7606,161,34002,1,111
7607,161,45000,1,314
7608,161,40001,1,116
7609,161,40002,1,305
7610,162,38101,1,121
7611,162,30301,1,307
7612,162,30001,1,110
7613,162,38001,1,114
7614,162,32001,1,120
7615,162,32201,1,106
7616,162,32102,1,100
7617,162,34300,1,313
7618,162,34001,1,104
7619,162,34200,1,107
7620,162,34200,1,117
7621,162,43010,0,350
7622,162,41000,1,305
7623,162,41000,1,308
7624,162,41000,1,302
7625,162,45000,1,306
7626,162,40004,1,310
7627,162,43501,0,307
7628,162,43000,0,314
7629,162,46950,1,757
7630,162,46540,1,756
7631,162,49420,1,190
7632,162,46680,1,755
7633,162,46560,1,758
7634,162,46640,1,763
7635,162,46530,1,760
7636,162,46570,1,754
7637,162,46590,1,761
7638,162,46550,1,762
7639,162,46710,1,750
7640,162,46720,1,753
7641,162,46510,1,759
7642,162,46603,1,606
7643,162,46504,1,602
7644,162,46602,1,605
7645,162,46605,1,607
7646,162,46701,1,601
7647,162,46702,1,604
7648,162,46502,1,603
7649,162,38101,1,112
7650,162,32102,1,109
7651,162,32201,1,111
7652,162,34001,1,113
7653,162,34200,1,103
7654,162,43000,0,301
7655,162,43501,0,313
7656,162,43501,0,312
7657,163,38000,1,125
7658,163,30000,1,313
7659,163,30301,1,113
7660,163,38100,1,107
7661,163,32200,1,112
7662,163,32001,1,114
7663,163,32201,1,103
7664,163,34200,1,109
7665,163,34104,1,100
7666,163,34300,1,120
7667,163,34300,1,117
7668,163,45010,1,357
7669,163,41000,1,301
7670,163,41000,1,306
7671,163,41000,1,305
7672,163,45000,1,314
7673,163,40003,1,116
7674,163,43501,0,310
7675,163,43001,0,300
7676,163,46910,1,757
7677,163,46530,1,756
7678,163,49420,1,190
7679,163,46630,1,753
7680,163,46640,1,762
7681,163,46520,1,755
7682,163,46660,1,760
7683,163,46770,1,758
7684,163,46590,1,761
7685,163,46570,1,750
7686,163,46710,1,763
7687,163,46620,1,754
7688,163,46510,1,759
7689,163,46502,1,602
7690,163,46603,1,601
7691,163,46704,1,604
7692,163,46605,1,606
7693,163,46701,1,607
7694,163,46504,1,605
7695,163,46602,1,603
7696,163,30000,1,110
7697,163,30301,1,106
7698,163,38100,1,111
7699,163,32201,1,104
7700,163,34104,1,101
7701,163,45000,1,302
7702,163,40007,1,308
7703,163,43501,0,312
7704,164,30001,1,122
7705,164,30000,1,110
7706,164,38001,1,103
7707,164,38101,1,101
7708,164,32001,1,107
7709,164,32101,1,313
7710,164,32201,1,104
7711,164,34102,1,120
7712,164,34101,1,112
7713,164,34300,1,114
7714,164,34101,1,113
7715,164,45010,1,351
7716,164,41000,1,306
7717,164,41000,1,300
7718,164,41000,1,305
7719,164,45000,1,116
7720,164,40000,1,308
7721,164,43400,0,310
7722,164,43501,0,314
7723,164,46910,1,757
7724,164,46670,1,756
7725,164,49430,1,190
7726,164,46520,1,759
7727,164,46630,1,755
7728,164,46540,1,753
7729,164,46660,1,762
7730,164,46590,1,750
7731,164,46550,1,754
7732,164,46510,1,761
7733,164,46620,1,763
7734,164,45510,1,758
7735,164,46720,1,760
7736,164,46801,1,607
7737,164,46700,1,604
7738,164,46602,1,606
7739,164,46504,1,605
7740,164,46503,1,602
7741,164,46701,1,601
7742,164,46604,1,603
7743,164,34101,1,106
7744,164,34300,1,109
7745,164,34300,1,117
7746,164,34102,1,307
7747,164,34102,1,111
7748,164,40004,1,108
7749,164,43501,0,302
7750,164,43400,0,312
7751,165,30300,1,126
7752,165,30000,1,113
7753,165,38000,1,111
7754,165,38001,1,106
7755,165,32101,1,112
7756,165,32001,1,100
7757,165,32000,1,110
7758,165,34104,1,104
7759,165,34001,1,107
7760,165,34002,1,103
7761,165,34001,1,114
7762,165,43011,0,358
7763,165,41000,1,312
7764,165,41000,1,302
7765,165,41000,1,310
7766,165,45000,1,306
7767,165,40004,1,301
7768,165,43000,0,305
7769,165,43501,0,314
7770,165,46910,1,757
7771,165,46680,1,756
7772,165,49410,1,190
7773,165,46520,1,755
7774,165,46530,1,759
7775,165,46670,1,753
7776,165,46580,1,762
7777,165,46710,1,754
7778,165,46770,1,761
7779,165,45510,1,763
7780,165,46620,1,750
7781,165,46590,1,758
7782,165,46550,1,760
7783,165,46605,1,604
7784,165,46606,1,602
7785,165,46703,1,607
7786,165,46603,1,606
7787,165,46502,1,605
7788,165,46503,1,601
7789,165,46701,1,603
7790,165,32000,1,313
7791,165,32101,1,120
7792,165,32001,1,117
7793,165,34104,1,101
7794,165,34001,1,109
7795,165,40006,1,116
7796,165,40009,1,108
7797,165,43501,0,300
7798,166,38100,1,123
7799,166,30000,1,111
7800,166,30001,1,104
7801,166,38001,1,110
7802,166,32102,1,307
7803,166,32001,1,103
7804,166,32101,1,117
7805,166,34102,1,100
7806,166,34100,1,107
7807,166,34000,1,113
7808,166,34000,1,112
7809,166,41010,1,352
7810,166,41000,1,305
7811,166,41000,1,300
7812,166,41000,1,306
7813,166,45000,1,312
7814,166,40009,1,116
7815,166,43400,0,314
7816,166,43000,0,301
7817,166,46810,1,757
7818,166,46560,1,756
7819,166,49420,1,190
7820,166,46580,1,754
7821,166,46530,1,760
7822,166,46680,1,750
7823,166,46540,1,759
7824,166,46510,1,755
7825,166,46590,1,758
7826,166,46620,1,763
7827,166,46650,1,761
7828,166,46710,1,753
7829,166,46550,1,762
7830,166,46701,1,602
7831,166,46503,1,607
7832,166,46704,1,605
7833,166,46606,1,601
7834,166,46605,1,606
7835,166,46602,1,604
7836,166,46505,1,603
7837,166,38001,1,114
7838,166,32102,1,313
7839,166,34000,1,109
7840,166,34102,1,106
7841,166,34102,1,101
7842,166,37900,1,308
7843,166,45000,1,108
7844,166,43000,0,310
7845,167,38000,1,128
7846,167,30001,1,103
7847,167,30301,1,100
7848,167,38101,1,104
7849,167,32100,1,113
7850,167,32201,1,101
7851,167,32102,1,106
7852,167,34100,1,109
7853,167,34102,1,120
7854,167,34103,1,117
7855,167,34100,1,111
7856,167,43010,0,362
7857,167,41000,1,300
7858,167,41000,1,308
7859,167,41000,1,306
7860,167,45000,1,301
7861,167,40009,1,108
7862,167,43401,0,313
7863,167,43501,0,302
7864,167,46950,1,757
7865,167,46670,1,756
7866,167,49430,1,190
7867,167,46640,1,753
7868,167,46660,1,760
7869,167,46680,1,750
7870,167,46540,1,759
7871,167,46720,1,761
7872,167,46590,1,755
7873,167,46620,1,762
7874,167,46650,1,754
7875,167,46510,1,758
7876,167,46570,1,763
7877,167,46603,1,606
7878,167,46604,1,607
7879,167,46502,1,601
7880,167,46700,1,605
7881,167,46504,1,604
7882,167,46606,1,602
7883,167,46703,1,603
7884,167,38101,1,110
7885,167,32201,1,313
7886,167,32201,1,112
7887,167,34102,1,307
7888,167,34100,1,107
7889,167,37900,1,310
7890,167,40003,1,314
7891,167,40001,1,305
7892,168,30301,1,121
7893,168,30000,1,117
7894,168,38101,1,120
7895,168,38000,1,109
7896,168,32001,1,107
7897,168,32000,1,112
7898,168,32101,1,113
7899,168,34300,1,103
7900,168,34104,1,313
7901,168,34200,1,104
7902,168,34200,1,110
7903,168,43020,0,350
7904,168,41000,1,314
7905,168,41000,1,301
7906,168,41000,1,310
7907,168,45000,1,306
7908,168,40000,1,312
7909,168,43501,0,307
7910,168,43400,0,302
7911,168,46810,1,757
7912,168,46680,1,756
7913,168,49410,1,190
7914,168,46540,1,763
7915,168,46560,1,750
7916,168,46580,1,761
7917,168,46660,1,754
7918,168,46690,1,755
7919,168,46550,1,758
7920,168,46770,1,753
7921,168,46620,1,760
7922,168,46570,1,762
7923,168,46720,1,759
7924,168,45530,0,528
7925,168,45530,0,520
7926,168,45530,0,527
7927,168,45530,0,529
7928,168,45530,0,521
7929,168,45530,0,524
7930,168,45530,0,523
7931,168,45530,0,526
7932,168,46502,1,605
7933,168,46605,1,602
7934,168,46606,1,606
7935,168,46702,1,607
7936,168,46505,1,601
7937,168,46704,1,604
7938,168,46602,1,603
7939,168,32000,1,100
7940,168,32101,1,114
7941,168,32101,1,106
7942,168,34200,1,307
7943,168,34300,1,111
7944,168,45000,1,116
7945,168,40003,1,305
7946,168,40001,1,308
7947,169,38100,1,124
7948,169,30300,1,113
7949,169,30301,1,100
7950,169,38001,1,114
7951,169,32201,1,111
7952,169,32200,1,104
7953,169,32101,1,101
7954,169,34100,1,313
7955,169,34103,1,117
7956,169,34101,1,307
7957,169,34101,1,106
7958,169,43010,0,356
7959,169,41000,1,305
7960,169,41000,1,301
7961,169,41000,1,314
7962,169,45000,1,300
7963,169,40004,1,302
7964,169,43401,0,312
7965,169,43501,0,307
7966,169,46870,1,757
7967,169,46630,1,756
7968,169,49430,1,190
7969,169,46680,1,762
7970,169,46670,1,761
7971,169,46530,1,753
7972,169,46580,1,750
7973,169,46690,1,759
7974,169,46650,1,754
7975,169,45510,1,763
7976,169,46510,1,760
7977,169,46720,1,755
7978,169,46590,1,758
7979,169,46605,1,606
7980,169,46602,1,605
7981,169,46700,1,602
7982,169,46502,1,604
7983,169,46503,1,601
7984,169,46701,1,607
7985,169,46603,1,603
7986,169,30300,1,109
7987,169,38100,1,107
7988,169,32101,1,103
7989,169,32201,1,110
7990,169,34100,1,112
7991,169,37900,1,116
7992,169,40000,1,308
7993,169,43401,0,310
7994,170,30301,1,127
7995,170,30001,1,111
7996,170,38100,1,114
7997,170,38001,1,106
7998,170,32201,1,101
7999,170,32100,1,109
8000,170,32001,1,113
8001,170,34003,1,104
8002,170,34102,1,117
8003,170,34002,1,103
8004,170,34102,1,107
8005,170,43010,0,360
8006,170,41000,1,306
8007,170,41000,1,301
8008,170,41000,1,314
8009,170,45000,1,308
8010,170,40007,1,116
8011,170,43001,0,300
8012,170,43000,0,307
8013,170,46950,1,757
8014,170,46630,1,756
8015,170,49420,1,190
8016,170,46580,1,753
8017,170,46530,1,763
8018,170,46680,1,761
8019,170,46560,1,755
8020,170,46550,1,759
8021,170,46570,1,750
8022,170,46770,1,754
8023,170,46650,1,762
8024,170,46720,1,760
8025,170,46710,1,758
8026,170,46504,1,606
8027,170,46502,1,604
8028,170,46704,1,607
8029,170,46606,1,605
8030,170,46603,1,601
8031,170,46701,1,602
8032,170,46605,1,603
8033,170,30001,1,120
8034,170,30001,1,100
8035,170,34102,1,313
8036,170,34003,1,307
8037,170,34002,1,110
8038,170,45000,1,305
8039,170,40006,1,302
8040,170,43000,0,312
8041,171,30001,1,125
8042,171,30000,1,113
8043,171,38101,1,120
8044,171,38000,1,313
8045,171,32102,1,103
8046,171,32101,1,100
8047,171,32201,1,107
8048,171,34001,1,104
8049,171,34102,1,111
8050,171,34104,1,109
8051,171,34102,1,106
8052,171,43411,0,357
8053,171,41000,1,300
8054,171,41000,1,308
8055,171,41000,1,116
8056,171,45000,1,312
8057,171,40005,1,305
8058,171,43401,0,302
8059,171,43000,0,314
8060,171,46880,1,757
8061,171,46520,1,756
8062,171,49410,1,190
8063,171,46640,1,759
8064,171,46580,1,755
8065,171,46530,1,762
8066,171,46540,1,760
8067,171,46770,1,750
8068,171,46720,1,758
8069,171,46650,1,761
8070,171,46710,1,763
8071,171,46620,1,753
8072,171,45510,1,754
8073,171,46802,1,603
8074,171,46703,1,607
8075,171,46505,1,605
8076,171,46502,1,601
8077,171,46605,1,604
8078,171,46603,1,602
8079,171,46704,1,606
8080,171,34102,1,101
8081,171,34102,1,110
8082,171,34102,1,114
8083,171,37900,1,306
8084,171,40003,1,310
8085,171,40001,1,301
8086,171,21100,0,112
8087,171,21500,0,117
8088,172,30001,1,127
8089,172,30000,1,307
8090,172,38100,1,114
8091,172,38101,1,113
8092,172,32100,1,101
8093,172,32102,1,117
8094,172,32201,1,104
8095,172,34103,1,107
8096,172,34102,1,103
8097,172,34000,1,110
8098,172,34103,1,100
8099,172,43020,0,360
8100,172,41000,1,306
8101,172,41000,1,308
8102,172,41000,1,116
8103,172,45000,1,302
8104,172,40009,1,305
8105,172,43400,0,301
8106,172,43001,0,300
8107,172,46870,1,757
8108,172,46740,1,756
8109,172,49410,1,190
8110,172,46580,1,762
8111,172,46530,1,753
8112,172,46520,1,761
8113,172,46630,1,755
8114,172,46550,1,763
8115,172,46510,1,750
8116,172,46690,1,754
8117,172,46710,1,760
8118,172,46590,1,759
8119,172,45510,1,758
8120,172,46800,1,607
8121,172,46604,1,605
8122,172,46603,1,604
8123,172,46700,1,606
8124,172,46703,1,601
8125,172,46504,1,602
8126,172,46505,1,603
8127,172,30001,1,106
8128,172,30000,1,313
8129,172,32100,1,109
8130,172,32201,1,120
8131,172,32102,1,111
8132,172,40007,1,312
8133,172,40008,1,314
8134,172,43400,0,307
8135,173,30000,1,126
8136,173,30300,1,313
8137,173,38101,1,120
8138,173,38001,1,112
8139,173,32001,1,101
8140,173,32102,1,117
8141,173,32101,1,113
8142,173,34101,1,109
8143,173,34104,1,106
8144,173,34002,1,111
8145,173,34101,1,104
8146,173,41010,1,358
8147,173,41000,1,302
8148,173,41000,1,300
8149,173,41000,1,116
8150,173,45000,1,312
8151,173,40006,1,301
8152,173,43501,0,310
8153,173,43000,0,305
8154,173,46810,1,757
8155,173,46640,1,756
8156,173,49410,1,190
8157,173,46580,1,763
8158,173,46530,1,759
8159,173,46560,1,760
8160,173,46520,1,750
8161,173,46770,1,754
8162,173,46690,1,761
8163,173,46570,1,755
8164,173,46710,1,762
8165,173,46650,1,758
8166,173,46590,1,753
8167,173,45530,0,521
8168,173,45530,0,524
8169,173,45530,0,529
8170,173,45530,0,528
8171,173,45530,0,527
8172,173,45530,0,523
8173,173,45530,0,526
8174,173,45530,0,525
8175,173,46800,1,607
8176,173,46504,1,601
8177,173,46700,1,606
8178,173,46502,1,602
8179,173,46703,1,605
8180,173,46606,1,604
8181,173,46604,1,603
8182,173,32102,1,114
8183,173,32001,1,103
8184,173,32101,1,107
8185,173,34002,1,110
8186,173,34101,1,100
8187,173,40007,1,314
8188,173,43501,0,306
8189,173,43000,0,307
8190,174,30300,1,128
8191,174,30301,1,107
8192,174,38001,1,106
8193,174,38101,1,101
8194,174,32001,1,103
8195,174,32100,1,110
8196,174,32102,1,307
8197,174,34003,1,313
8198,174,34101,1,100
8199,174,34300,1,112
8200,174,34101,1,120
8201,174,40904,1,310
8202,174,44010,1,362
8203,174,41000,1,314
8204,174,41000,1,305
8205,174,41000,1,306
8206,174,45000,1,302
8207,174,40002,1,308
8208,174,43000,0,307
8209,174,43400,0,313
8210,174,46870,1,757
8211,174,46670,1,756
8212,174,49430,1,190
8213,174,46520,1,761
8214,174,46630,1,762
8215,174,46680,1,755
8216,174,46740,1,758
8217,174,46510,1,753
8218,174,46550,1,759
8219,174,46620,1,760
8220,174,46720,1,750
8221,174,45510,1,763
8222,174,46570,1,754
8223,174,46800,1,603
8224,174,46704,1,606
8225,174,46502,1,604
8226,174,46605,1,601
8227,174,46703,1,605
8228,174,46602,1,607
8229,174,46505,1,602
8230,174,38001,1,111
8231,174,32102,1,109
8232,174,37900,1,300
8233,174,45000,1,301
8234,174,20400,0,104
8235,174,21200,0,113
8236,174,21500,0,117
8237,175,30301,1,126
8238,175,30001,1,117
8239,175,38000,1,104
8240,175,38100,1,110
8241,175,32102,1,101
8242,175,32100,1,103
8243,175,32201,1,109
8244,175,34104,1,120
8245,175,34002,1,313
8246,175,34103,1,112
8247,175,34103,1,106
8248,175,44010,1,358
8249,175,41000,1,306
8250,175,41000,1,314
8251,175,41000,1,108
8252,175,45000,1,300
8253,175,40003,1,302
8254,175,43000,0,313
8255,175,43400,0,305
8256,175,46950,1,757
8257,175,46680,1,756
8258,175,49410,1,190
8259,175,46540,1,755
8260,175,46660,1,763
8261,175,46520,1,758
8262,175,46630,1,761
8263,175,45510,1,750
8264,175,46510,1,760
8265,175,46720,1,753
8266,175,46650,1,759
8267,175,46710,1,762
8268,175,46620,1,754
8269,175,45530,0,523
8270,175,45530,0,530
8271,175,45530,0,527
8272,175,45530,0,528
8273,175,45530,0,525
8274,175,45530,0,526
8275,175,45530,0,529
8276,175,45530,0,522
8277,175,46702,1,605
8278,175,46604,1,604
8279,175,46602,1,607
8280,175,46502,1,602
8281,175,46704,1,606
8282,175,46603,1,601
8283,175,46505,1,603
8284,175,30001,1,100
8285,175,30001,1,107
8286,175,38100,1,113
8287,175,34104,1,111
8288,175,34104,1,114
8289,175,43400,0,301
8290,175,43400,0,310
8291,175,43000,0,312
8292,176,30000,1,129
8293,176,30001,1,109
8294,176,38000,1,114
8295,176,38100,1,100
8296,176,32200,1,112
8297,176,32101,1,101
8298,176,32201,1,313
8299,176,34103,1,117
8300,176,34001,1,107
8301,176,34104,1,103
8302,176,34104,1,113
8303,176,44010,1,364
8304,176,41000,1,310
8305,176,41000,1,308
8306,176,41000,1,301
8307,176,45000,1,108
8308,176,40002,1,116
8309,176,43401,0,312
8310,176,43001,0,302
8311,176,46880,1,757
8312,176,46680,1,756
8313,176,49410,1,190
8314,176,46670,1,763
8315,176,46740,1,759
8316,176,46520,1,753
8317,176,46640,1,760
8318,176,46570,1,758
8319,176,46710,1,755
8320,176,46650,1,761
8321,176,46510,1,762
8322,176,45510,1,754
8323,176,46720,1,750
8324,176,46602,1,603
8325,176,46505,1,601
8326,176,46703,1,607
8327,176,46502,1,605
8328,176,46702,1,604
8329,176,46605,1,606
8330,176,46606,1,602
8331,176,38100,1,106
8332,176,32101,1,110
8333,176,34104,1,104
8334,176,34001,1,120
8335,176,34001,1,307
8336,176,37900,1,306
8337,176,40003,1,305
8338,176,43401,0,300
8339,177,38001,1,122
8340,177,30001,1,107
8341,177,30301,1,104
8342,177,38100,1,114
8343,177,32100,1,313
8344,177,32000,1,112
8345,177,32201,1,307
8346,177,34101,1,103
8347,177,34001,1,109
8348,177,34200,1,113
8349,177,34200,1,117
8350,177,43411,0,356
8351,177,41000,1,302
8352,177,41000,1,308
8353,177,41000,1,305
8354,177,45000,1,108
8355,177,40004,1,301
8356,177,43501,0,312
8357,177,43400,0,310
8358,177,46880,1,757
8359,177,46530,1,756
8360,177,49420,1,190
8361,177,46660,1,761
8362,177,46560,1,754
8363,177,46580,1,755
8364,177,46680,1,762
8365,177,46690,1,753
8366,177,46570,1,758
8367,177,46710,1,750
8368,177,46650,1,760
8369,177,46770,1,763
8370,177,45510,1,759
8371,177,46503,1,604
8372,177,46702,1,607
8373,177,46703,1,601
8374,177,46603,1,605
8375,177,46504,1,606
8376,177,46604,1,602
8377,177,46606,1,603
8378,177,30001,1,101
8379,177,38001,1,120
8380,177,32000,1,106
8381,177,32201,1,110
8382,177,34200,1,111
8383,177,37900,1,116
8384,177,40007,1,314
8385,177,40005,1,300
8386,178,38101,1,126
8387,178,30000,1,120
8388,178,30300,1,106
8389,178,38100,1,117
8390,178,32201,1,313
8391,178,32000,1,104
8392,178,32001,1,112
8393,178,34102,1,100
8394,178,34104,1,103
8395,178,34001,1,109
8396,178,34102,1,111
8397,178,43410,0,356
8398,178,41000,1,308
8399,178,41000,1,301
8400,178,41000,1,314
8401,178,45000,1,310
8402,178,40006,1,300
8403,178,43400,0,302
8404,178,43501,0,307
8405,178,46870,1,757
8406,178,46630,1,756
8407,178,49430,1,190
8408,178,46580,1,761
8409,178,46540,1,758
8410,178,46740,1,755
8411,178,46520,1,762
8412,178,46510,1,760
8413,178,46720,1,750
8414,178,46710,1,753
8415,178,46690,1,759
8416,178,46570,1,763
8417,178,46770,1,754
8418,178,46605,1,606
8419,178,46503,1,602
8420,178,46604,1,607
8421,178,46505,1,605
8422,178,46602,1,601
8423,178,46702,1,604
8424,178,46701,1,603
8425,178,30000,1,114
8426,178,30300,1,110
8427,178,38100,1,107
8428,178,32000,1,101
8429,178,34001,1,113
8430,178,37900,1,312
8431,178,40002,1,305
8432,178,40001,1,116
8433,179,30000,1,124
8434,179,30300,1,101
8435,179,38001,1,110
8436,179,38100,1,313
8437,179,32001,1,111
8438,179,32000,1,106
8439,179,32201,1,113
8440,179,34102,1,112
8441,179,34003,1,104
8442,179,34103,1,107
8443,179,34003,1,114
8444,179,43010,0,356
8445,179,41000,1,312
8446,179,41000,1,308
8447,179,41000,1,302
8448,179,45000,1,305
8449,179,40007,1,116
8450,179,43001,0,301
8451,179,43000,0,314
8452,179,46910,1,757
8453,179,46640,1,756
8454,179,49410,1,190
8455,179,46660,1,758
8456,179,46540,1,761
8457,179,46520,1,753
8458,179,46680,1,755
8459,179,46690,1,750
8460,179,46620,1,760
8461,179,46550,1,762
8462,179,46720,1,759
8463,179,46770,1,754
8464,179,46510,1,763
8465,179,46604,1,601
8466,179,46603,1,604
8467,179,46504,1,602
8468,179,46606,1,606
8469,179,46701,1,605
8470,179,46503,1,607
8471,179,46702,1,603
8472,179,38100,1,307
8473,179,32201,1,100
8474,179,34103,1,103
8475,179,34003,1,117
8476,179,34102,1,109
8477,179,45000,1,300
8478,179,40000,1,310
8479,179,40005,1,108
8480,180,30301,1,129
8481,180,30001,1,110
8482,180,38000,1,113
8483,180,38001,1,100
8484,180,32100,1,101
8485,180,32101,1,117
8486,180,32100,1,313
8487,180,34102,1,307
8488,180,34100,1,114
8489,180,34100,1,112
8490,180,43011,0,364
8491,180,41000,1,310
8492,180,41000,1,312
8493,180,41000,1,305
8494,180,40004,1,300
8495,180,43001,0,307
8496,180,43400,0,313
8497,180,46860,1,757
8498,180,46740,1,756
8499,180,49430,1,190
8500,180,46680,1,750
8501,180,46640,1,762
8502,180,46520,1,761
8503,180,46710,1,755
8504,180,46650,1,760
8505,180,45510,1,763
8506,180,46605,1,605
8507,180,46604,1,602
8508,180,46504,1,606
8509,180,46702,1,607
8510,180,34100,1,109
8511,180,34100,1,104
8512,180,45000,1,308
8513,180,40006,1,301
8514,181,38001,1,129
8515,181,30000,1,112
8516,181,30001,1,114
8517,181,38101,1,100
8518,181,32101,1,113
8519,181,32001,1,109
8520,181,32001,1,101
8521,181,34200,1,307
8522,181,34104,1,117
8523,181,34104,1,313
8524,181,43020,0,364
8525,181,41000,1,305
8526,181,41000,1,310
8527,181,41000,1,312
8528,181,40009,1,301
8529,181,43000,0,307
8530,181,43401,0,300
8531,181,46810,1,757
8532,181,46740,1,756
8533,181,49410,1,190
8534,181,46530,1,761
8535,181,46680,1,755
8536,181,46660,1,762
8537,181,46650,1,760
8538,181,46550,1,750
8539,181,46570,1,763
8540,181,45530,0,527
8541,181,45530,0,522
8542,181,45530,0,529
8543,181,45530,0,533
8544,181,45530,0,528
8545,181,45530,0,520
8546,181,45530,0,524
8547,181,45530,0,523
8548,181,46606,1,602
8549,181,46505,1,606
8550,181,46702,1,605
8551,181,46605,1,607
8552,181,30000,1,104
8553,181,32001,1,110
8554,181,37900,1,116
8555,181,40000,1,308
8556,182,38100,1,129
8557,182,30001,1,100
8558,182,30300,1,109
8559,182,38001,1,113
8560,182,32200,1,101
8561,182,32201,1,112
8562,182,32201,1,307
8563,182,34100,1,110
8564,182,34002,1,313
8565,182,34100,1,104
8566,182,43410,0,364
8567,182,41000,1,308
8568,182,41000,1,301
8569,182,41000,1,116
8570,182,40001,1,305
8571,182,43001,0,312
8572,182,43401,0,310
